,X,X._AnswerID,ResumeCode,Start,Dateandtime,Participationstatus,age,rela_status,sex,sex_oritation,length,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,Disagree,hex21,hex22,hex23,hex24,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,Agree,phex22,phex23,phex24,phex25,phex26,phex27,phex28,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,satis01,satis02,satis03,satis04,satis05,satis06,satis07,commit01,commit02,commit03,commit04,commit05,commit06,commit07,IOS,commit03r,commit04r,satis04r,satis07r,hex30r,hex12r,hex60r,hex42r,hex24r,hex48r,hex53r,hex35r,hex41r,hex59r,hex28r,hex52r,hex10r,hex46r,hex09r,hex15r,hex57r,hex21r,hex26r,hex32r,hex14r,hex20r,hex44r,hex56r,hex01r,hex31r,hex49r,hex19r,hex55r,phex30r,phex12r,phex60r,phex42r,phex24r,phex48r,phex53r,phex35r,phex41r,phex59r,phex28r,phex52r,phex10r,phex46r,phex09r,phex15r,phex57r,phex21r,phex26r,phex32r,phex14r,phex20r,phex44r,phex56r,phex01r,phex31r,phex49r,phex19r,phex55r,HH,EM,EX,AG,CO,OP,pHH,pEM,pEX,pAG,pCO,pOP,satis,commit
23,29,59769914,b8e5b14   ,"Jul 29, 2019 07:36","Jul 29, 2019 07:56",participated and completed        ,39,In a domestic partnership,Female  ,I am in a heterosexual relationship,61,2,4,2,4,2,4,5,3,2,2,2,2,5,4,2,5,2,5,1,3,2,1,3,2,1,4,3,3,2,2,2,1,2,4,4,4,5,4,4,4,4,4,1,5,2,4,2,2,1,1,2,4,2,5,4,2,3,3,4,4,2,2,5,5,4,3,5,5,3,1,2,5,1,4,4,1,4,3,5,1,3,1,4,5,4,1,4,3,3,3,3,1,1,1,4,3,2,5,2,3,5,3,4,1,3,2,5,2,4,1,4,2,4,2,1,5,2,2,2,4,2,1,4,4,5,1,5,5,2,9,9,1,1,9,9,9,4,9,9,5,4,4,4,4,5,5,5,1,2,2,2,4,4,4,4,4,4,3,5,3,4,2,3,4,3,4,5,5,5,4,5,5,5,5,5,5,5,4,2,4,3,4,4,4,5,5,4,5,3,5,2,3,4,4,4,5,2,5,4,4.5,1.9,4,3.7,3.2,4.6,5,3.7,3.8,4.5,3.4,3.8,4.571428571,8.428571429
24,31,59770243,ba8af8b   ,"Jul 29, 2019 07:55","Jul 29, 2019 08:13",participated and completed        ,30,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,11,2,4,1,2,4,3,4,4,4,4,5,1,4,2,4,5,5,3,4,2,2,5,4,2,2,5,2,2,2,4,1,2,4,1,3,1,3,3,2,2,4,2,4,4,4,3,2,4,2,2,4,4,4,4,5,2,2,4,4,4,2,1,4,2,4,2,2,5,5,2,5,1,5,5,2,3,2,2,2,2,5,4,4,4,5,4,5,2,2,2,2,4,2,2,4,1,5,1,4,4,5,2,4,5,3,4,2,4,2,4,2,4,2,2,4,2,2,4,2,2,4,5,4,3,3,4,3,5,4,7,9,1,1,8,7,9,5,9,9,2,2,5,5,4,2,4,4,2,5,4,2,4,2,2,4,2,2,2,1,4,2,4,4,2,4,4,4,4,2,4,2,1,1,1,2,2,2,1,2,2,4,4,1,2,4,3,4,2,4,4,4,1,2,2,5,4,4,4,4,3.8,3.7,3.4,2,3.4,3.8,1.6,2.1,2.6,3,3.4,4.3,3.142857143,7.714285714
25,33,59770581,333f67b   ,"Jul 29, 2019 08:16","Jul 29, 2019 08:33",participated and completed        ,39,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,96,1,4,1,3,2,4,4,3,3,3,4,2,5,1,3,3,2,4,3,2,2,2,3,3,2,4,4,4,4,2,4,2,2,4,3,2,3,5,2,4,3,3,2,4,2,2,4,2,1,1,3,4,3,5,2,1,2,3,2,4,4,4,4,5,5,1,5,4,4,1,5,1,5,1,2,2,4,2,4,3,2,1,4,4,2,2,2,4,5,2,2,3,2,3,4,2,4,2,4,5,4,4,4,4,3,3,4,4,3,1,5,1,3,1,3,2,3,2,2,2,4,4,2,2,3,3,1,5,5,7,9,9,1,8,9,5,3,1,9,3,1,2,4,2,4,4,5,1,4,3,2,2,3,3,2,3,3,3,4,2,4,5,4,4,4,5,4,5,3,5,3,1,2,2,4,5,3,2,2,2,4,5,1,2,5,4,4,5,2,3,4,4,3,4,2,4,1,3,3,3.4,2.5,2.7,3.2,3.5,4.4,3,2,3.3,4.3,3.4,2.7,2.428571429,6.285714286
26,34,59770620,d831607   ,"Jul 29, 2019 08:18","Jul 29, 2019 08:32",participated and completed        ,47,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,158,1,3,2,4,1,2,4,2,4,2,5,4,5,4,4,3,1,4,2,2,2,3,4,2,2,5,4,1,2,4,1,2,4,2,2,1,5,4,4,2,4,4,2,4,2,2,2,4,1,1,2,2,2,5,5,1,2,4,3,1,2,2,4,4,2,1,4,2,4,4,2,4,4,2,4,4,2,4,5,3,1,1,4,4,4,2,2,4,4,4,1,2,4,2,4,4,2,4,2,5,4,2,2,1,3,1,1,2,4,2,5,5,2,4,2,4,5,2,4,2,2,2,4,4,4,1,3,5,2,9,9,1,1,9,9,9,4,9,9,5,4,5,2,4,4,4,5,1,5,2,5,4,4,4,4,2,2,2,3,2,2,2,4,4,4,5,4,5,4,5,4,2,4,5,4,4,4,4,4,4,2,2,4,4,2,2,2,5,2,4,2,5,5,4,4,2,1,3,1,4,3,3.6,2,2.9,4.5,4,3.4,2.8,3,4,2.2,4.142857143,8.428571429
27,36,59770740,2afd054   ,"Jul 29, 2019 08:26","Jul 29, 2019 08:39",participated and completed        ,40,In a domestic partnership,Female  ,I am in a heterosexual relationship,216,2,2,3,2,2,4,4,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,4,4,2,4,4,4,4,4,2,2,2,4,2,4,4,4,4,4,2,4,2,4,2,4,4,4,2,2,2,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,2,4,2,4,2,2,2,2,2,4,4,4,4,2,2,4,4,2,2,2,2,4,2,2,4,4,2,4,2,4,4,2,4,4,4,2,2,2,2,4,2,4,2,4,2,4,2,4,4,4,2,2,2,4,2,5,5,4,1,5,5,2,9,9,1,1,9,9,8,3,9,9,5,4,4,4,4,4,4,4,2,2,2,4,2,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3.6,2.8,2.5,3.9,3.2,4,3.8,2.8,3.4,4,3.8,2,4.714285714,8.285714286
28,38,59770991,84910d6   ,"Jul 29, 2019 08:37","Jul 29, 2019 08:55",participated but not yet completed,26,In a relationship        ,Female  ,I am in a heterosexual relationship,3,2,2,3,4,4,4,4,2,2,2,4,4,4,2,2,3,2,2,2,4,2,4,4,4,2,4,3,4,3,4,4,2,4,5,4,1,3,4,3,4,3,4,4,4,3,3,2,4,3,3,3,4,2,2,2,1,4,3,3,2,4,2,4,3,4,3,3,4,5,3,2,3,4,3,2,4,3,2,2,3,4,3,4,3,2,2,4,1,2,3,2,4,2,2,3,4,3,2,3,4,3,3,4,4,4,2,3,3,3,4,2,4,2,2,3,2,2,4,3,3,4,4,4,4,4,1,4,4,2,9,9,3,5,5,9,7,2,7,5,5,4,2,2,2,2,4,3,4,5,2,4,3,4,4,4,4,4,3,2,3,2,4,2,3,2,4,4,3,4,5,2,2,2,2,4,2,3,3,2,2,3,4,4,3,3,2,3,3,5,4,4,2,4,2,4,4,4,3,4,2.6,3.7,3.6,3.6,2.6,4,2.3,2.5,3.4,2.7,3.8,3.7,4.142857143,6.714285714
29,39,59771045,32f18c4   ,"Jul 29, 2019 08:39","Jul 29, 2019 09:02",participated and completed        ,40,In a relationship        ,Female  ,I am in a heterosexual relationship,180,1,4,4,4,4,4,3,4,1,2,3,1,5,2,2,5,3,4,4,5,2,1,5,5,2,3,3,4,2,2,2,3,1,3,4,4,4,4,4,3,3,4,3,3,2,4,2,2,1,1,2,4,3,4,4,2,4,3,4,2,2,2,4,2,3,4,4,4,4,2,4,2,1,4,1,5,4,2,4,2,2,3,4,2,2,2,3,1,1,2,3,2,1,1,3,1,3,4,2,5,2,2,4,3,3,1,2,4,3,1,2,5,2,4,3,5,2,2,4,2,4,1,3,3,3,3,3,4,3,5,5,5,1,5,5,5,1,5,9,3,3,4,5,4,3,4,5,2,2,2,4,4,3,4,4,5,4,3,5,3,5,4,1,4,2,5,3,5,2,4,4,5,5,3,4,5,3,3,2,2,4,2,2,2,4,1,2,3,5,5,5,4,5,4,4,5,4,4,4,4.1,2.9,4,3.9,3.3,3.7,4.3,2.6,2.4,2.2,4.6,3.7,3.142857143,5
30,40,59771099,97f248e   ,"Jul 29, 2019 08:42","Jul 29, 2019 13:25",participated but not yet completed,21,In a relationship        ,Female  ,I am in a heterosexual relationship,60,4,3,2,4,1,2,1,4,3,2,4,3,1,2,4,4,4,4,3,3,2,1,5,2,2,4,2,3,4,3,2,5,2,4,4,5,4,3,4,4,4,4,2,3,4,4,3,5,3,5,4,4,3,5,5,3,4,2,4,2,3,5,2,3,5,3,2,4,4,4,4,2,4,1,3,5,4,3,4,3,1,2,4,5,1,3,2,2,3,3,3,4,5,5,3,2,4,5,4,4,4,3,3,2,3,1,4,3,5,3,5,4,4,2,4,3,5,3,3,3,4,3,5,5,5,1,4,5,1,9,9,1,1,9,9,9,4,9,9,5,5,4,3,3,4,4,3,1,1,2,4,2,3,4,3,3,2,4,5,4,4,4,3,2,2,2,1,1,3,3,2,2,3,4,3,3,2,2,3,2,3,4,2,3,2,1,3,4,4,1,3,5,5,3,1,1,1,3,1,3.6,2.7,3.7,3.5,3.4,2.2,3.1,2.6,3.4,3.1,3.5,2.1,4.857142857,8.428571429
31,41,59771345,d555fde   ,"Jul 29, 2019 08:52","Jul 29, 2019 09:16",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,13,1,1,3,1,4,2,4,4,1,5,5,1,3,2,1,5,5,5,2,5,2,4,3,1,1,3,5,4,2,3,5,4,1,5,2,1,4,2,5,2,4,5,1,4,4,2,2,4,1,5,1,4,5,5,5,2,4,2,5,1,1,5,1,1,1,1,5,4,5,1,3,4,5,1,1,5,5,1,5,1,5,4,4,2,1,1,1,1,1,1,1,1,5,1,1,5,1,5,2,5,5,2,2,5,2,1,2,5,3,4,4,5,1,4,5,5,5,5,5,2,2,5,5,5,4,1,5,5,2,9,9,1,1,9,9,9,3,9,9,5,4,1,5,5,5,5,5,1,5,1,5,4,1,1,4,5,5,4,2,1,5,4,1,2,2,5,2,1,4,4,5,1,1,1,5,2,1,5,4,4,5,2,3,1,5,1,1,2,5,5,5,1,5,1,1,1,2,5,1,4.2,3.4,3,3.6,2.6,3.2,3.5,2.5,2.8,2,3.8,2,4.714285714,8.428571429
32,42,59771738,50ee2b7   ,"Jul 29, 2019 09:10","Jul 29, 2019 09:39",participated and completed        ,35,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,12,2,4,2,4,2,2,2,4,4,2,4,2,3,4,4,3,4,2,4,4,2,2,4,2,3,4,2,2,2,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,2,4,3,2,4,4,2,4,3,4,2,4,2,3,4,4,4,4,4,4,2,4,4,1,2,5,5,5,1,1,2,5,4,2,2,2,2,5,4,2,2,5,1,3,4,5,4,2,5,4,2,1,1,4,1,4,2,1,3,1,2,3,2,5,1,1,2,4,2,2,2,3,5,4,4,1,5,4,2,1,2,5,1,1,5,1,5,9,5,1,1,1,1,1,5,1,1,2,4,2,2,3,2,2,2,2,2,4,3,4,3,2,2,3,4,4,2,2,2,4,4,4,4,2,2,2,4,5,2,5,1,5,4,5,3,1,1,4,1,1,1,1,2,1,3,2,4,4,3,2,2,1,4,4,1,2.5,2.6,3.5,3.1,3,3.1,3.5,3.1,1.8,2.1,3.2,1.8,1.285714286,1.571428571
33,43,59772601,c3f1eba   ,"Jul 29, 2019 07:06","Jul 29, 2019 10:03",participated and completed        ,31,In a relationship        ,Female  ,I am in a heterosexual relationship,3,2,5,2,1,2,3,5,4,4,5,5,2,1,2,4,2,4,3,3,5,2,5,2,5,2,1,1,2,5,5,3,2,1,2,1,1,3,2,5,3,1,2,4,5,4,2,5,5,2,5,4,4,5,1,5,2,2,4,1,2,1,2,3,5,4,1,4,5,5,4,2,3,2,4,2,4,5,4,3,3,2,1,4,4,2,4,4,2,5,2,2,2,4,1,1,4,4,3,2,5,3,4,5,3,4,2,4,2,4,4,4,5,2,1,4,2,2,3,2,4,5,3,4,4,5,3,2,4,5,7,9,4,1,8,6,7,6,6,9,3,1,3,4,5,2,4,4,5,5,4,4,1,1,1,1,2,2,2,1,5,5,4,1,2,4,4,4,1,3,4,4,4,3,3,2,2,2,2,1,1,4,5,4,4,2,2,4,5,4,5,4,4,4,3,4,2,2,3,4,3.6,4.4,1.2,2.2,3.9,3,3,2.2,4.2,3.3,4.2,3.4,3.285714286,6.857142857
34,45,59772975,901a430   ,"Jul 29, 2019 10:08","Jul 29, 2019 10:26",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,8,3,5,4,3,3,5,1,3,4,2,5,1,5,2,5,5,1,3,2,4,2,3,4,3,2,4,1,2,3,5,4,5,2,2,3,1,4,5,5,2,3,5,3,4,3,3,2,5,3,2,3,3,2,3,4,3,2,3,4,3,1,4,3,3,4,2,4,1,3,2,4,2,2,4,3,4,3,2,1,3,4,2,4,4,2,2,4,4,3,1,2,3,4,4,4,3,4,4,3,3,1,4,4,2,3,3,3,2,5,3,2,2,3,2,3,4,5,4,4,2,4,1,5,5,5,1,5,5,2,9,9,1,1,9,9,9,3,9,9,5,4,2,5,5,3,4,3,3,5,1,3,3,4,4,4,2,1,3,3,5,4,4,2,3,4,3,1,4,4,3,3,4,5,4,4,3,3,2,2,2,5,4,2,4,4,2,2,4,2,2,3,2,3,2,2,2,4,3,1,3.8,3.4,3.7,2.5,3.8,3.4,3.6,2.4,3.5,2.9,2.5,2.7,4.857142857,8.428571429
35,48,59773960,686c7de   ,"Jul 29, 2019 10:56","Jul 29, 2019 11:20",participated and completed        ,24,Engaged                  ,Female  ,I am in a heterosexual relationship,93,5,5,3,5,1,5,1,3,2,1,4,1,1,1,3,1,4,3,3,1,2,1,4,4,1,1,1,3,5,4,1,2,4,4,1,4,5,1,4,2,1,2,1,4,1,4,4,5,1,5,1,1,1,2,5,1,3,3,1,2,1,5,5,3,5,1,5,5,5,1,2,4,1,3,2,1,5,5,1,3,5,1,4,4,1,1,1,1,3,1,4,1,5,1,3,5,1,5,5,5,3,4,1,1,3,2,3,1,5,1,1,1,1,1,4,5,1,1,3,4,4,1,5,5,5,1,5,5,1,9,9,1,1,9,9,9,7,9,9,5,5,5,5,5,5,5,5,4,2,4,4,1,5,5,2,4,3,3,5,5,2,5,5,5,3,1,4,1,3,5,5,5,5,5,5,5,2,5,5,2,5,5,4,5,5,5,3,5,5,5,4,1,4,5,1,1,5,3,5,4.8,3.6,2.6,3.2,3.8,2.2,4.6,3.4,4.6,3.4,4,3.2,5,8.428571429
36,49,59774157,fa01f4c   ,"Jul 29, 2019 11:08","Jul 31, 2019 19:09",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,36,4,2,1,4,2,5,5,2,2,2,5,4,2,3,5,3,2,5,2,4,2,5,4,2,1,2,4,2,2,2,2,2,2,4,2,2,4,2,4,2,4,4,2,3,4,2,3,5,2,5,1,4,2,1,5,1,2,5,4,1,2,5,2,1,2,1,5,4,4,4,3,5,4,1,2,5,4,5,2,3,5,5,4,4,2,2,1,2,1,2,2,1,3,2,4,1,1,4,4,4,2,4,2,4,3,3,1,2,5,1,4,4,1,4,2,5,2,3,5,2,1,3,5,5,5,1,5,5,2,9,9,1,1,9,9,9,3,9,9,5,4,4,2,4,4,5,4,5,4,2,5,4,4,4,3,4,1,1,1,2,4,3,2,2,4,2,4,1,4,5,5,2,3,2,4,5,4,5,4,5,4,2,3,4,2,1,1,1,4,4,4,1,3,3,1,3,2,3,4,4.2,3.4,3.6,2.2,2.6,3,3.7,3.8,3,1.5,3.3,2.6,4.857142857,8.428571429
37,50,59774200,8bd229a   ,"Jul 29, 2019 11:10","Jul 29, 2019 11:19",participated and completed        ,24,In a relationship        ,Female  ,I am in a heterosexual relationship,0.5,1,5,4,3,4,4,4,4,2,4,5,2,5,2,5,4,5,2,3,2,2,2,4,5,2,2,2,4,2,4,4,2,2,3,2,2,3,5,4,4,4,2,4,2,4,4,2,5,2,2,5,2,4,2,4,2,2,4,2,2,4,4,5,2,2,3,2,4,4,4,2,4,4,2,1,4,1,2,1,3,5,5,4,3,2,2,2,1,1,3,1,1,1,2,2,1,1,3,2,4,4,2,4,5,2,5,1,4,2,1,5,4,1,4,1,4,4,4,5,2,5,3,4,4,3,1,3,3,2,6,9,1,3,9,7,5,2,9,7,5,4,2,4,2,2,4,4,4,4,4,4,4,2,2,4,4,1,2,4,4,4,4,4,2,4,5,4,4,3,4,5,2,3,1,4,5,5,5,2,1,3,2,4,2,2,2,1,1,5,4,5,1,1,2,2,5,1,3,2,3.1,4.4,3.1,3.2,4,3.8,3,2.7,2.2,1.7,3.5,2.5,3.714285714,6.857142857
38,51,59774354,456893b   ,"Jul 29, 2019 11:18","Jul 29, 2019 11:36",participated and completed        ,22,In a relationship        ,Female  ,I am in a heterosexual relationship,40,4,5,2,4,4,2,2,5,2,4,5,2,4,2,4,2,4,2,4,2,2,2,3,4,2,1,1,3,4,4,2,2,1,4,1,1,2,2,4,4,2,3,2,3,2,4,3,5,3,4,5,3,4,1,3,4,1,2,2,1,2,3,1,5,4,4,4,3,2,1,2,4,3,3,4,2,4,3,5,2,4,1,4,4,2,2,2,4,5,2,2,1,2,5,4,4,4,2,4,2,4,4,3,1,5,4,5,2,4,2,2,2,3,2,4,4,1,5,3,3,4,3,4,4,5,1,5,5,2,9,9,1,1,9,9,9,4,9,9,5,4,4,4,4,4,4,3,5,5,3,5,2,2,2,3,4,2,4,4,5,5,4,4,4,5,2,4,2,2,2,5,3,3,5,4,4,2,2,3,2,4,4,4,4,5,4,3,5,2,1,2,2,2,1,3,4,4,4,5,3.2,4.4,2.3,3.4,4.6,2.4,3.9,2.8,3.9,4.3,1.7,3.7,4.571428571,8.428571429
39,52,59774428,a4a3776   ,"Jul 29, 2019 11:22","Jul 29, 2019 11:40",participated and completed        ,29,In a relationship        ,Female  ,I am in a heterosexual relationship,9,3,5,4,1,2,4,4,4,2,4,5,2,3,2,4,2,2,4,3,2,2,3,4,4,1,4,2,4,3,3,2,1,2,4,4,2,4,4,4,2,2,4,2,2,2,3,2,4,2,4,2,4,5,2,2,3,2,2,4,2,4,4,2,1,2,5,2,4,5,3,2,4,4,4,1,4,2,5,2,2,1,2,4,4,2,2,2,2,2,2,5,4,2,1,2,2,3,4,3,5,2,2,1,5,3,2,4,2,4,4,2,4,2,2,1,3,3,4,4,4,2,3,4,4,3,2,4,4,2,8,8,1,2,8,8,8,3,9,8,4,4,4,4,2,4,5,4,4,4,2,4,3,1,2,4,4,2,4,3,4,4,4,4,4,4,3,5,2,3,3,2,2,3,1,4,2,5,3,5,4,4,4,4,4,3,2,2,4,4,5,5,5,4,2,2,4,4,4,3,3.7,3.4,2.7,3.4,3.9,3.3,2.5,4.2,3.2,2.4,4.1,3.3,3.857142857,7.571428571
40,53,59774430,66b13fd   ,"Jul 29, 2019 11:22","Jul 29, 2019 11:39",participated and completed        ,27,In a relationship        ,Female  ,I am in a heterosexual relationship,12,5,4,1,1,4,3,1,5,2,5,5,3,2,2,4,2,3,4,3,2,2,1,3,5,1,1,2,1,5,1,3,5,1,4,1,1,3,5,4,4,2,4,1,4,4,5,5,5,1,5,5,5,5,2,2,5,2,4,1,1,5,5,1,1,4,1,5,1,3,2,1,1,5,1,5,1,5,1,4,4,5,2,4,5,1,2,1,3,3,2,1,3,5,5,4,5,4,3,1,5,2,5,5,4,3,5,5,1,3,2,5,2,2,2,5,2,5,5,4,4,3,5,4,3,3,3,1,1,3,5,5,4,4,7,4,4,4,6,6,3,3,3,3,1,5,5,5,4,5,2,5,1,1,1,1,4,2,2,5,4,5,4,4,2,4,1,1,1,3,1,3,1,1,2,4,4,1,2,1,3,4,4,5,5,4,5,2,4,3,1,1,1,1,1,1,1,1,2,1,3.4,3.9,1.4,3.3,4.1,2,2.9,1.5,4.6,3.2,1.9,1.3,2.571428571,4.714285714
41,54,59774866,22b6afb   ,"Jul 29, 2019 11:46","Jul 29, 2019 11:54",participated but not yet completed,20,In a relationship        ,Female  ,I am in a homosexual relationship  ,12,2,2,3,1,2,5,5,3,2,4,5,2,5,3,3,4,5,4,1,5,2,4,2,5,1,4,4,5,5,4,2,3,2,4,1,1,4,4,4,2,3,1,1,3,4,2,4,5,1,2,5,4,5,2,5,1,4,2,1,1,1,2,4,4,4,4,3,5,2,1,3,4,1,5,5,5,5,5,4,1,4,2,4,5,5,2,3,5,4,1,4,4,4,4,5,5,2,4,5,2,3,5,1,2,4,5,2,1,5,1,1,2,5,3,1,3,2,3,5,4,1,1,3,3,3,3,5,5,3,7,9,3,3,9,6,5,4,7,7,3,3,4,4,5,5,5,5,4,5,5,5,1,1,2,2,4,3,4,2,2,4,3,1,2,2,4,3,4,5,5,2,5,5,4,4,5,5,4,5,5,5,3,3,5,5,1,1,4,1,2,1,2,1,3,4,2,5,5,4,4.6,4.5,1.8,3.3,2.8,4.2,3.9,4.6,4.4,3.4,2,4.2,3.571428571,6.571428571
42,55,59775230,4835d85   ,"Jul 29, 2019 12:06","Jul 29, 2019 13:13",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,54,4,3,2,1,5,5,4,5,4,4,5,2,5,1,5,3,5,2,3,2,2,4,1,5,4,4,1,4,4,4,3,2,3,4,1,1,3,5,4,2,1,1,4,4,2,3,5,5,2,1,5,4,5,2,5,2,3,4,1,2,1,5,5,5,1,2,5,2,3,1,4,1,4,2,4,5,1,2,1,5,1,1,4,1,1,1,1,1,4,5,2,2,2,2,5,2,5,2,3,5,2,2,4,5,3,1,5,5,4,3,5,4,1,5,5,5,2,2,5,2,5,3,5,5,5,1,5,5,1,9,9,1,1,9,9,9,6,9,9,5,5,3,4,5,2,2,4,4,5,5,4,2,1,2,1,2,1,2,2,5,3,5,4,4,3,2,4,5,3,4,4,2,3,1,5,3,1,1,2,1,1,1,2,1,5,1,1,5,5,4,2,5,5,4,1,4,1,1,4,3.5,4.7,1.4,2.6,4.1,4,3.1,1.7,1.4,3.4,4.2,2.2,5,8.428571429
43,56,59775890,bda6ec0   ,"Jul 29, 2019 12:36","Jul 29, 2019 12:48",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,15,4,2,4,4,3,4,4,3,1,4,3,2,4,2,4,4,2,4,3,2,2,1,5,5,2,3,3,4,3,3,2,2,4,4,1,3,3,4,3,5,2,4,1,3,1,5,2,5,1,2,1,4,2,3,4,1,4,3,1,2,3,5,4,4,5,2,2,3,4,2,1,2,4,2,3,3,5,4,3,3,4,3,4,5,2,2,2,3,2,1,1,5,3,4,3,5,4,2,3,2,3,5,3,2,3,4,2,2,3,2,4,2,2,2,3,2,3,3,4,5,3,5,3,2,2,1,5,2,3,5,7,5,7,7,2,5,2,5,3,5,3,4,4,3,5,4,5,3,3,2,4,3,4,2,4,5,2,3,5,3,2,4,4,5,2,2,4,4,3,5,1,2,1,4,4,4,3,2,3,3,5,4,5,4,4,3,2,3,3,2,3,2,2,3,1,3,2,3,3,4,3.3,3,4.1,2.9,3.6,2.5,2.5,4.8,2.8,2.7,2.5,3.142857143,4.285714286
44,57,59776079,592bb12   ,"Jul 29, 2019 12:41","Jul 29, 2019 13:00",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,20,1,2,2,2,2,3,4,3,1,5,5,2,5,2,2,4,4,4,2,3,2,1,1,2,1,4,5,3,4,3,3,5,2,4,1,1,4,4,4,4,2,4,4,4,2,3,5,4,2,4,3,4,5,1,2,1,4,1,1,2,2,4,4,3,2,2,5,3,5,3,2,4,4,5,2,3,4,3,2,2,3,4,4,2,1,2,2,2,2,4,1,3,3,1,3,4,2,3,4,4,2,3,2,4,3,4,2,4,2,3,1,4,4,4,4,4,3,3,4,3,4,4,2,2,1,3,4,4,4,6,7,3,2,3,5,6,1,7,8,3,2,3,4,4,2,5,4,5,5,2,4,2,1,1,1,5,4,5,5,1,4,4,3,4,2,5,1,2,4,5,3,2,2,2,4,3,2,4,4,2,2,2,4,2,3,3,2,2,4,5,4,3,2,3,2,3,5,4,3,3.5,3.6,1.6,3.9,3,3.8,3,2.5,2.8,2.6,3.8,3.4,2.571428571,5.428571429
45,58,59776204,4bd6156   ,"Jul 29, 2019 12:48","Jul 29, 2019 13:03",participated and completed        ,23,In a domestic partnership,Female  ,I am in a heterosexual relationship,36,3,5,5,3,3,5,3,3,1,2,4,1,5,1,4,5,4,5,3,2,2,2,4,4,2,1,1,4,2,2,2,1,3,3,2,5,5,2,4,4,3,2,1,4,1,4,4,3,1,2,5,4,4,4,4,2,4,4,2,2,1,3,1,4,4,2,2,5,4,1,2,4,2,4,2,3,5,4,5,2,2,1,4,5,1,1,3,2,4,2,2,3,2,2,3,3,5,3,2,5,2,5,3,1,4,3,5,1,3,1,4,3,4,2,4,2,2,4,4,3,5,4,5,5,5,1,4,5,2,9,9,1,1,9,9,9,5,9,9,5,4,4,5,5,5,4,5,2,1,4,4,4,2,4,2,5,2,2,4,5,3,5,4,5,2,3,5,4,3,4,3,4,2,5,5,5,2,1,3,1,4,4,4,5,5,3,2,5,4,4,4,4,3,2,3,4,2,4,4,4.7,3.1,3.1,3.7,4.1,3.4,3.6,2.3,4.2,3.7,3.4,3.5,4.714285714,8.428571429
46,60,59776344,8ff4e0d   ,"Jul 29, 2019 12:53","Jul 29, 2019 13:10",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,65,4,3,2,2,2,2,1,4,3,3,4,1,2,2,4,4,4,2,3,4,2,4,4,4,4,2,3,2,4,2,2,5,1,4,4,1,3,4,2,1,4,4,4,4,4,4,2,5,2,3,2,2,4,3,2,5,4,2,4,2,1,5,1,1,2,1,3,3,2,4,1,2,4,1,4,5,3,5,4,3,4,5,4,2,2,4,1,2,1,3,3,4,5,5,4,2,5,2,1,1,1,2,1,5,3,5,1,5,5,3,4,1,1,4,1,2,5,5,5,3,4,4,2,2,2,3,3,4,5,4,3,5,1,5,2,2,4,5,9,3,1,4,5,5,2,2,4,3,5,2,4,2,2,3,4,3,2,4,2,3,5,4,2,2,2,2,1,3,3,1,2,2,2,1,2,3,5,1,5,2,3,2,5,1,2,1,1,1,4,1,2,2,1,1,1,1,2,3,1,3.1,3.5,3.3,2.6,2.9,2.3,2.3,3.1,2.5,1.4,1.6,1.7,2.428571429,3.714285714
